code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_close,raw_prev_date,raw_prev_close,scale
000063,中兴通讯,2026-06-04,669.6666007853236,709.0804216236237,663.5887685999782,695.0829899240405,240591339.0,9066393552.0,0.059735343802557454,36.36,37.74,2026-06-03,36.44,18.41767328892529
000065,北方国际,2026-06-04,221.55000305175784,232.463796305539,221.55000305175784,229.73534799209372,33927211.0,425127507.0,0.034798485456906204,12.18,12.63,2026-06-03,12.18,18.189655422968624
000066,中国长城,2026-06-04,206.37484924756237,212.63214394681472,205.21609096992307,207.9971108362574,125292764.0,2258330526.0,0.038843846876564676,17.81,17.95,2026-06-03,18.04,11.587582776393171
000068,华控赛格,2026-06-04,7.317205121058114,7.408385247177218,7.180434931879458,7.385590215647444,16917584.0,54243382.0,0.016805466932357585,3.21,3.24,2026-06-03,3.22,2.2795031529776058
000069,华侨城Ａ,2026-06-04,94.87346999499263,96.33306184106944,91.95428630283901,92.92734753355688,57097185.0,110121584.0,0.008276631528037464,1.95,1.91,2026-06-03,1.96,48.653061535893656
000070,特发信息,2026-06-04,60.68063108205532,67.40357126508441,60.68063108205532,64.54719253447101,72696065.0,1352906763.0,0.08485323973799959,17.42,18.53,2026-06-03,18.06,3.483388695869995
000088,盐 田 港,2026-06-04,39.47090227109891,39.7381995776752,39.02540676013843,39.203604964522626,24771642.0,109250040.0,0.007831975060521551,4.43,4.4,2026-06-03,4.44,8.909910219209687
000089,深圳机场,2026-06-04,50.265814334604315,50.569077166185636,49.28021013196501,49.50765725565101,12734830.0,83484570.0,0.006209890668834082,6.63,6.53,2026-06-03,6.62,7.581570789533079
000090,天健集团,2026-06-04,35.11328827371836,36.19521032136795,34.424792425214086,34.621505524786734,49821895.0,177859368.0,0.026665091420207822,3.57,3.52,2026-06-03,3.59,9.835654978632595
000096,广聚能源,2026-06-04,23.918066849084603,24.00504163762673,23.135293752205474,23.338234925470434,7175000.0,57973513.0,0.014045273740917063,8.25,8.05,2026-06-03,8.33,2.899159618070861
000099,中信海直,2026-06-04,61.59012944983819,61.98980582524272,59.43187702265372,59.95145631067962,11366716.0,171701373.0,0.01465217009249223,15.41,15.0,2026-06-03,15.45,3.9967637540453076
000100,TCL科技,2026-06-04,17.774683924163945,18.942089012403528,17.624051009552385,18.52784849722174,2130546578.0,10364390980.0,0.11136016925169738,4.72,4.92,2026-06-03,4.74,3.7658228652889716
000151,中成股份,2026-06-04,38.07446054565958,39.70228168493053,37.93650960165357,39.2608386641113,19548842.0,276610443.0,0.06348372663885764,13.8,14.23,2026-06-03,13.86,2.7590188801202595
